source_relative_path,source_group,candidate_id,center_x,center_y,area,bbox_x,bbox_y,bbox_width,bbox_height,max_radius,mean_gray,touches_border,strength,marker_score,marker_scale_radius,marker_mask_radius,marker_source
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,38,1204,654,18,1187,637,18,18,21.775,53.056,no,strong,0.378901,24.000,21.775,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,39,1587,1094,8631,1553,1053,155,75,39.000,101.471,no,strong,0.376224,30.000,30.994,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,40,1675,427,28,1675,427,28,28,38.597,145.429,no,strong,0.375850,24.000,38.597,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,41,1223,330,32,1223,330,32,32,50.960,106.031,no,strong,0.368707,18.000,50.960,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,42,1472,853,19,1454,835,19,19,24.381,44.895,no,strong,0.365583,24.000,24.381,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,43,1138,664,35,1138,630,35,35,48.397,142.971,no,strong,0.365378,18.000,48.397,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,44,1278,208,32,1247,177,32,32,64.513,75.500,no,strong,0.364713,18.000,64.513,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,45,1391,1002,32,1391,971,32,32,44.800,84.875,no,strong,0.363634,18.000,44.800,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,46,1762,1199,2897,1714,1161,112,39,40.578,99.883,yes,strong,0.362091,24.000,39.975,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,47,1801,395,23,1801,373,23,23,31.597,64.609,no,strong,0.360610,36.000,31.597,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,48,1453,380,39,1415,342,39,39,53.781,74.974,no,strong,0.357932,18.000,53.781,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,49,1162,61,3947,1117,29,88,69,33.197,81.010,no,strong,0.356438,30.000,28.772,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,50,1061,105,12465,984,50,173,133,43.960,86.026,no,strong,0.354649,24.000,32.157,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,51,1531,1177,87974,1209,772,505,428,73.381,81.491,yes,strong,0.354342,18.000,50.400,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,52,1440,627,6,1435,627,6,6,35.394,108.500,no,strong,0.351204,24.000,35.394,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,53,1299,917,22,1299,896,22,22,30.800,99.455,no,strong,0.350476,24.000,30.800,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,54,1156,982,62539,840,886,453,299,62.935,82.613,no,strong,0.342740,18.000,45.741,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,55,1685,788,18,1668,788,18,18,63.347,118.056,no,strong,0.342125,18.000,63.347,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,56,1413,712,12,1413,701,12,12,21.181,31.833,no,strong,0.340202,18.000,21.181,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,57,1061,243,12102,1022,147,128,172,42.000,89.579,no,strong,0.334022,36.000,35.797,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,58,830,630,31,800,600,31,31,42.797,70.355,no,strong,0.333055,18.000,42.797,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,59,1894,395,3835,1850,358,70,75,37.000,91.875,yes,strong,0.324982,24.000,27.763,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,60,1228,1098,10862,1160,1060,193,100,35.394,83.043,no,strong,0.317406,18.000,26.600,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,61,1532,79,269,1516,53,19,27,22.000,42.766,no,strong,0.316990,18.000,22.000,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,62,1134,874,8260,1063,824,138,102,39.197,94.354,no,strong,0.315272,18.000,30.000,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,63,1612,610,24,1589,610,24,24,50.135,124.667,no,strong,0.310355,18.000,50.135,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,64,1265,263,62024,1103,54,324,350,103.984,88.450,no,strong,0.309800,18.000,91.575,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,65,1449,1009,20,1430,990,20,20,40.147,41.050,no,strong,0.308197,24.000,40.147,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,66,983,740,13,983,728,13,13,26.166,175.308,no,strong,0.306608,18.000,26.166,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,67,1701,838,20,1682,838,20,20,27.397,66.200,no,strong,0.305775,24.000,27.397,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,68,1217,774,8870,1161,724,164,88,33.363,90.782,no,strong,0.304308,30.000,29.969,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,69,1807,202,21,1807,182,21,21,26.166,89.857,no,strong,0.301101,18.000,26.166,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,70,1153,787,360,1142,787,20,26,21.575,47.394,no,strong,0.296686,18.000,21.575,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,71,1847,622,224236,1310,433,610,668,154.366,82.726,yes,strong,0.296085,18.000,79.391,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,72,1365,229,21,1365,229,21,21,26.363,87.619,no,strong,0.294410,24.000,26.363,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,73,1455,205,4,1452,205,4,4,34.000,255.000,no,strong,0.293266,18.000,34.000,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,74,1792,33,955,1770,12,50,38,20.591,73.851,no,strong,0.292061,18.000,19.575,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,75,1085,1159,323,1071,1159,18,28,20.591,79.183,no,strong,0.291873,18.000,20.591,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,76,1583,451,378,1583,451,41,49,51.741,114.481,no,strong,0.289065,24.000,51.741,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,77,1553,311,9,1553,303,9,9,37.575,74.222,no,strong,0.286801,36.000,37.575,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,78,1384,352,568,1363,328,37,42,21.378,71.783,no,strong,0.282954,24.000,21.378,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,79,905,990,2351,818,941,88,71,21.388,66.801,no,strong,0.281913,24.000,21.388,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,80,920,285,34,920,252,34,34,55.353,53.088,no,strong,0.277927,30.000,55.353,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,81,1676,571,17,1660,555,17,17,22.572,58.059,no,strong,0.277401,24.000,22.572,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,82,835,314,82,822,309,14,12,8.394,19.963,no,strong,0.274457,24.000,8.394,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,83,1126,725,46125,966,545,283,273,87.513,75.922,no,strong,0.274202,18.000,57.572,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,84,1854,1027,18,1837,1010,18,18,28.363,43.611,no,strong,0.270617,18.000,28.363,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,85,1777,953,10,1768,944,10,10,21.591,59.600,no,strong,0.267067,18.000,21.591,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,86,995,889,25,995,889,25,25,33.984,141.200,no,strong,0.261996,18.000,33.984,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,87,1842,563,10,1842,554,10,10,30.772,159.100,no,strong,0.256078,18.000,30.772,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,88,1372,901,15,1358,887,15,15,23.772,30.067,no,strong,0.255996,24.000,23.772,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,89,868,182,18,851,165,18,18,23.369,64.778,no,strong,0.253210,24.000,23.369,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,90,1602,536,16,1602,521,16,16,21.575,188.250,no,strong,0.252415,18.000,21.575,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,91,1606,1175,283,1599,1150,27,26,26.000,169.890,no,strong,0.239848,18.000,26.000,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,92,1455,19,32,1455,19,32,32,38.591,82.062,no,strong,0.237315,18.000,38.591,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,93,784,696,32870,665,591,233,216,64.150,77.861,no,weak,0.236653,24.000,51.563,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,94,1400,809,33,1368,777,33,33,41.544,53.091,no,weak,0.235557,18.000,41.544,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,95,1845,858,20,1826,858,20,20,28.000,57.900,no,weak,0.233298,30.000,28.000,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,96,1116,255,20,1097,255,20,20,24.769,87.900,no,weak,0.232208,18.000,24.769,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,97,1919,1153,5657,1830,1108,90,92,73.181,72.970,yes,weak,0.229395,18.000,42.394,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,98,1738,627,14,1725,614,14,14,32.166,38.500,no,weak,0.229360,36.000,32.166,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,99,1777,1002,14,1777,1002,14,14,20.181,94.214,no,weak,0.229304,24.000,20.181,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,100,1537,839,23,1515,817,23,23,63.544,48.913,no,weak,0.226929,24.000,63.544,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,101,719,692,14,719,679,14,14,44.363,137.643,no,weak,0.226622,24.000,44.363,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,102,1768,894,26,1768,869,26,26,34.166,111.000,no,weak,0.226081,24.000,34.166,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,103,1739,565,38,1702,565,38,38,52.597,77.658,no,weak,0.222758,18.000,52.597,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,104,1102,782,8,1101,782,3,4,31.000,36.250,no,weak,0.202686,24.000,31.000,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,105,760,1101,12217,661,1033,190,133,39.969,75.791,no,weak,0.202619,18.000,36.591,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,106,1483,495,45,1483,451,45,45,72.907,104.556,no,weak,0.202598,18.000,72.907,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,107,1483,782,13,1471,782,13,13,30.166,23.077,no,weak,0.198877,18.000,30.166,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,108,1136,1088,62,1136,1088,24,28,30.369,103.129,no,weak,0.188182,18.000,30.369,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,109,1231,860,9,1223,852,9,9,11.997,68.222,no,weak,0.180086,18.000,11.997,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,110,886,1105,1,886,1105,1,1,26.000,158.000,no,weak,0.177593,18.000,26.000,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,111,903,562,21,903,542,21,21,27.591,77.905,no,weak,0.176695,18.000,27.591,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,112,1112,547,29,1084,547,29,29,32.363,59.207,no,weak,0.173817,36.000,32.363,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,113,915,786,38066,845,661,249,282,53.757,84.100,no,weak,0.164494,24.000,40.772,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,114,897,688,7,891,682,7,7,9.197,73.000,no,weak,0.162434,18.000,9.197,frst
basler_OldObj/Image__2025-12-29__16-02-21.bmp,basler_OldObj,115,1333,1092,431,1333,1082,31,27,21.575,100.262,no,weak,0.146165,24.000,21.575,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,1,1090,76,6,1088,75,3,3,31.000,73.833,no,strong,1.000000,24.000,31.000,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,2,1681,479,9342,1603,429,197,101,35.953,92.075,no,strong,0.873975,36.000,27.375,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,3,620,915,32,589,884,32,32,44.197,63.375,no,strong,0.838671,18.000,44.197,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,4,1235,229,11,1235,219,11,11,30.969,176.364,no,strong,0.786601,18.000,30.969,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,5,1619,722,23,1619,700,23,23,31.597,120.652,no,strong,0.708176,18.000,31.597,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,6,1285,776,31,1255,776,31,31,42.388,117.226,no,strong,0.705180,18.000,42.388,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,7,1670,574,8,1663,574,8,8,12.984,18.500,no,strong,0.663476,18.000,12.984,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,8,517,276,65252,317,35,376,371,74.695,71.431,no,strong,0.639341,24.000,58.778,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,9,1455,766,34357,1359,665,305,180,64.726,78.895,no,strong,0.635884,36.000,34.353,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,10,1432,300,19,1432,300,19,19,24.969,81.368,no,strong,0.627666,24.000,24.969,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,11,1415,73,21,1395,73,21,21,33.557,51.429,no,strong,0.618528,30.000,33.557,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,12,1798,667,9893,1655,557,165,133,35.388,76.416,no,strong,0.613946,18.000,18.591,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,13,949,704,11,939,704,11,11,29.969,95.545,no,strong,0.610429,18.000,29.969,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,14,1378,907,257,1374,907,31,29,33.000,109.428,no,strong,0.609975,30.000,33.000,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,15,1289,689,169,1263,686,27,23,37.000,38.740,no,strong,0.597763,30.000,37.000,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,16,893,450,41,853,450,41,41,56.753,89.634,no,strong,0.579224,18.000,56.753,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,17,754,416,26,729,391,26,26,52.532,60.192,no,strong,0.573726,18.000,52.532,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,18,837,968,23769,699,873,240,162,63.797,70.443,no,strong,0.558515,24.000,49.363,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,19,1543,581,25,1543,557,25,25,34.160,85.760,no,strong,0.550631,36.000,34.160,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,20,818,148,21,818,128,21,21,45.938,81.190,no,strong,0.540355,18.000,45.938,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,21,1289,375,211814,1032,165,609,778,90.363,81.500,no,strong,0.534973,18.000,74.135,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,22,1446,210,8351,1400,148,127,122,37.153,97.663,no,strong,0.531249,18.000,29.981,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,23,656,683,21,636,663,21,21,45.938,115.619,no,strong,0.515027,18.000,45.938,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,24,1010,249,24,1010,226,24,24,33.578,92.042,no,strong,0.513658,18.000,33.578,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,25,517,851,21,517,851,21,21,41.544,118.524,no,strong,0.511372,18.000,41.544,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,26,1026,186,14,1026,186,14,14,21.969,56.857,no,strong,0.508467,18.000,21.969,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,27,719,225,27,693,225,27,27,37.950,107.259,no,strong,0.503694,24.000,37.950,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,28,1447,1088,3104,1415,1057,73,70,25.997,79.612,no,strong,0.503050,24.000,23.369,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,29,1505,639,36,1505,639,36,36,42.344,159.861,no,strong,0.501927,18.000,42.344,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,30,1467,972,10882,1434,872,121,165,39.197,79.963,no,strong,0.500805,18.000,22.594,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,31,846,683,31884,788,521,294,219,57.788,86.027,no,strong,0.488572,18.000,57.788,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,32,1037,752,62730,870,656,379,276,90.544,74.919,no,strong,0.484427,24.000,57.575,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,33,691,874,43358,513,767,244,314,79.316,67.806,no,strong,0.482090,18.000,46.372,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,34,788,49,26,763,24,26,26,34.363,46.154,no,strong,0.479426,24.000,34.363,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,35,726,1145,13,714,1145,13,13,23.972,48.692,no,strong,0.476306,18.000,23.972,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,36,1474,1187,2411,1441,1162,86,38,30.000,59.189,yes,strong,0.471383,18.000,21.197,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,37,1234,1082,15,1234,1068,15,15,21.775,169.067,no,strong,0.464156,18.000,21.775,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,38,1445,417,6,1445,412,6,6,21.591,111.167,no,strong,0.462147,30.000,21.591,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,39,988,975,17,988,975,17,17,29.163,90.471,no,strong,0.459541,18.000,29.163,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,40,1250,427,27,1224,427,27,27,47.341,55.370,no,strong,0.456054,18.000,47.341,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,41,891,534,137,878,525,14,16,12.788,42.920,no,strong,0.443673,24.000,12.788,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,42,766,945,25,742,921,25,25,33.363,75.000,no,strong,0.442305,18.000,33.363,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,43,985,616,20,984,609,8,8,35.000,88.000,no,strong,0.439615,18.000,35.000,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,44,1195,962,21,1175,962,21,21,40.750,114.095,no,strong,0.437665,18.000,40.750,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,45,1102,237,31,1102,207,31,31,41.181,108.129,no,strong,0.435494,18.000,41.181,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,46,1359,107,13,1359,107,7,7,27.000,193.846,no,strong,0.431895,18.000,27.000,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,47,1247,984,27,1247,984,27,27,31.575,100.296,no,strong,0.431789,30.000,31.575,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,48,651,337,5828,597,281,99,90,44.153,93.931,no,strong,0.430111,18.000,41.757,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,49,1194,112,45594,1126,0,369,199,90.679,85.972,yes,strong,0.428623,24.000,34.575,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,50,851,294,13,839,282,13,13,20.978,36.846,no,strong,0.419916,18.000,20.978,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,51,976,1160,39173,849,974,273,226,71.701,79.105,yes,strong,0.419807,18.000,49.544,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,52,1256,912,17,1256,896,17,17,23.175,74.353,no,strong,0.416995,24.000,23.175,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,53,627,604,85573,517,337,317,431,75.513,72.070,no,strong,0.415946,18.000,58.150,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,54,1540,339,8871,1490,244,88,158,34.363,80.919,no,strong,0.414426,36.000,31.360,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,55,1249,6,14,1236,6,14,14,28.560,47.143,no,strong,0.413677,18.000,28.560,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,56,1383,575,8,1383,573,4,4,37.000,103.000,no,strong,0.411461,24.000,37.000,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,57,1389,1167,7225,1346,1101,101,99,40.600,77.833,yes,strong,0.410436,36.000,40.363,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,58,975,868,17,975,868,17,17,45.560,92.941,no,strong,0.409759,18.000,45.560,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,59,1389,633,13,1389,633,13,13,25.166,17.615,no,strong,0.409512,18.000,25.166,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,60,707,712,28,707,685,28,28,43.141,52.429,no,strong,0.403115,18.000,43.141,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,61,1566,787,18,1566,787,18,18,24.597,110.000,no,strong,0.400458,24.000,24.597,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,62,1325,264,30,1325,235,30,30,39.588,104.700,no,strong,0.385412,24.000,39.588,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,63,1491,12,6336,1455,0,138,98,30.575,86.917,yes,strong,0.374828,36.000,23.000,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,64,1097,1007,73050,941,822,427,319,81.150,87.815,no,strong,0.368034,18.000,62.375,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,65,1422,517,4,1422,517,4,4,51.591,156.750,no,strong,0.364246,24.000,51.591,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,66,1014,334,213010,667,0,531,578,118.935,79.552,yes,strong,0.357217,24.000,80.295,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,67,669,549,30,669,549,30,30,51.153,86.467,no,strong,0.356279,18.000,51.153,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,68,1482,505,16,1482,490,16,16,21.797,66.938,no,strong,0.355555,24.000,21.797,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,69,1263,570,27,1237,570,27,27,36.378,122.296,no,strong,0.354304,18.000,36.378,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,70,1153,700,20,1153,681,20,20,23.972,89.100,no,strong,0.353454,18.000,23.972,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,71,627,452,34,594,452,34,34,45.791,82.294,no,strong,0.351348,18.000,45.791,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,72,991,514,16,976,514,16,16,37.953,82.312,no,strong,0.347142,30.000,37.953,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,73,779,734,35365,703,607,187,285,81.372,75.715,no,strong,0.340681,18.000,58.529,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,74,458,1153,19705,361,941,214,259,40.966,70.986,yes,strong,0.338181,18.000,32.363,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,75,926,276,26,901,276,26,26,34.953,80.615,no,strong,0.337084,24.000,34.953,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,76,894,1011,6,889,1011,6,6,36.984,118.333,no,strong,0.333788,18.000,36.984,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,77,900,382,40,861,343,40,40,68.944,74.775,no,strong,0.331946,18.000,68.944,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,78,828,575,23,806,575,23,23,32.200,65.087,no,strong,0.326254,30.000,32.200,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,79,919,1172,2,919,1171,1,2,38.000,126.500,no,strong,0.325202,18.000,38.000,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,80,1384,353,16,1384,338,16,16,26.969,118.125,no,strong,0.322393,18.000,26.969,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,81,455,854,28288,350,744,228,218,64.594,66.194,no,strong,0.321357,18.000,49.344,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,82,1571,972,11053,1502,884,163,159,33.988,81.816,no,strong,0.320164,24.000,21.797,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,83,164,457,12406,89,390,176,123,44.347,60.985,no,strong,0.319987,18.000,43.400,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,84,890,804,21,870,804,21,21,53.938,168.000,no,strong,0.318450,24.000,53.938,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,85,417,248,19,399,248,19,19,26.600,44.421,no,strong,0.316123,18.000,26.600,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,86,648,1107,31034,609,1010,227,190,63.316,70.619,yes,strong,0.310582,18.000,32.757,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,87,1227,660,17,1227,660,17,17,22.184,89.000,no,strong,0.308195,18.000,22.184,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,88,894,155,11,894,155,11,11,46.969,110.182,no,strong,0.302231,24.000,46.969,frst
basler_OldObj/Image__2025-12-29__16-02-54.bmp,basler_OldObj,89,1155,477,1,1155,477,1,1,27.000,255.000,no,strong,0.300074,18.000,27.000,frst
