relative_path,group,has_unwrapped,has_sticker,has_border_candy,crowding,review_status,notes
images/20260116_163516_816.bmp,images,,,,,,
images/20260116_163517_703.bmp,images,,,,,,
images/20260116_163518_142.bmp,images,,,,,,
images/20260116_163519_032.bmp,images,,,,,,
images/20260116_163519_482.bmp,images,,,,,,
images/20260116_163519_922.bmp,images,,,,,,
images/20260116_163520_422.bmp,images,,,,,,
images/20260116_163533_290.bmp,images,,,,,,
images/20260116_163533_710.bmp,images,,,,,,
images/20260116_163534_168.bmp,images,,,,,,
images/20260116_163534_626.bmp,images,,,,,,
images/20260116_163535_065.bmp,images,,,,,,
images/20260116_163554_206.bmp,images,,,,,,
images/20260116_163554_643.bmp,images,,,,,,
images/20260116_163555_092.bmp,images,,,,,,
images/20260116_163555_556.bmp,images,,,,,,
images/20260116_163555_998.bmp,images,,,,,,
images/20260116_163556_441.bmp,images,,,,,,
images/20260116_163556_878.bmp,images,,,,,,
images/20260116_163557_342.bmp,images,,,,,,
images/20260116_163557_765.bmp,images,,,,,,
images/20260116_163558_214.bmp,images,,,,,,
images/20260116_163610_240.bmp,images,,,,,,
images/20260116_163610_687.bmp,images,,,,,,
images/20260116_163611_128.bmp,images,,,,,,
images/20260116_163611_588.bmp,images,,,,,,
images/20260116_163612_020.bmp,images,,,,,,
images/20260116_163612_472.bmp,images,,,,,,
images/20260116_163745_284.bmp,images,,,,,,
images/20260116_163745_722.bmp,images,,,,,,
images/20260116_163746_172.bmp,images,,,,,,
images/20260116_163746_627.bmp,images,,,,,,
images/20260116_163747_070.bmp,images,,,,,,
images/20260116_163747_520.bmp,images,,,,,,
images/20260116_163747_959.bmp,images,,,,,,
images/20260116_163759_968.bmp,images,,,,,,
images/20260116_163800_408.bmp,images,,,,,,
images/20260116_163800_860.bmp,images,,,,,,
images/20260116_163801_330.bmp,images,,,,,,
images/20260116_163801_776.bmp,images,,,,,,
images/20260116_163802_220.bmp,images,,,,,,
images/20260116_163802_658.bmp,images,,,,,,
images/20260116_163812_440.bmp,images,,,,,,
images/20260116_163813_334.bmp,images,,,,,,
images/20260116_163814_224.bmp,images,,,,,,
images/20260116_163814_650.bmp,images,,,,,,
images/20260116_163815_106.bmp,images,,,,,,
images/20260116_163815_554.bmp,images,,,,,,
images/20260116_163825_792.bmp,images,,,,,,
images/20260116_163826_240.bmp,images,,,,,,
images/20260116_163826_694.bmp,images,,,,,,
images/20260116_163827_140.bmp,images,,,,,,
images/20260116_163827_578.bmp,images,,,,,,
images/20260116_163828_028.bmp,images,,,,,,
images/20260116_163828_466.bmp,images,,,,,,
images/20260116_163828_906.bmp,images,,,,,,
images/20260116_163829_354.bmp,images,,,,,,
images/20260116_163840_038.bmp,images,,,,,,
images/20260116_163840_496.bmp,images,,,,,,
images/20260116_163840_934.bmp,images,,,,,,
images/20260116_163841_406.bmp,images,,,,,,
images/20260116_163841_830.bmp,images,,,,,,
images/20260116_163842_278.bmp,images,,,,,,
images/20260116_163922_175.bmp,images,,,,,,
images/20260116_163922_616.bmp,images,,,,,,
images/20260116_163923_086.bmp,images,,,,,,
images/20260116_163923_516.bmp,images,,,,,,
images/20260116_163923_956.bmp,images,,,,,,
images/20260116_163924_400.bmp,images,,,,,,
images/20260116_163934_190.bmp,images,,,,,,
images/20260116_163934_626.bmp,images,,,,,,
images/20260116_163935_076.bmp,images,,,,,,
images/20260116_163935_537.bmp,images,,,,,,
images/20260116_163935_966.bmp,images,,,,,,
images/20260116_163936_426.bmp,images,,,,,,
images/20260116_163936_858.bmp,images,,,,,,
images/20260116_163946_652.bmp,images,,,,,,
images/20260116_163947_106.bmp,images,,,,,,
images/20260116_163947_554.bmp,images,,,,,,
images/20260116_163948_012.bmp,images,,,,,,
images/20260116_163948_436.bmp,images,,,,,,
images/20260116_163948_880.bmp,images,,,,,,
images/20260116_163949_336.bmp,images,,,,,,
images/20260116_163949_775.bmp,images,,,,,,
images/20260116_164000_010.bmp,images,,,,,,
images/20260116_164000_461.bmp,images,,,,,,
images/20260116_164000_894.bmp,images,,,,,,
images/20260116_164001_788.bmp,images,,,,,,
images/20260116_164003_134.bmp,images,,,,,,
images/20260116_164003_571.bmp,images,,,,,,
images/20260116_164004_028.bmp,images,,,,,,
images/20260116_164004_474.bmp,images,,,,,,
images/20260116_164015_150.bmp,images,,,,,,
images/20260116_164015_584.bmp,images,,,,,,
images/20260116_164016_038.bmp,images,,,,,,
images/20260116_164016_486.bmp,images,,,,,,
images/20260116_164016_935.bmp,images,,,,,,
images/20260116_164017_375.bmp,images,,,,,,
